Date,Away,Home,Probability,Prediciton
3/2/2016,Binghamton,New Hampshire *,18.00%,Expected
3/2/2016,Boston College,North Carolina State *,50.70%,Upset
3/2/2016,Colorado State,Fresno State *,2.90%,Expected
3/2/2016,Creighton *,Providence,1.70%,Expected
3/2/2016,Davidson,Virginia Commonwealth *,6.80%,Expected
3/2/2016,East Carolina *,South Florida,20.00%,Expected
3/2/2016,Eastern Illinois,Murray State *,3.10%,Expected
3/2/2016,Fordham *,Duquesne,12.40%,Expected
3/2/2016,Hartford,Albany (NY) *,96.50%,Upset
3/2/2016,Long Beach State *,Cal State Fullerton,0.30%,Expected
3/2/2016,Long Island University *,Sacred Heart,10.80%,Expected
3/2/2016,Maine,Vermont *,29.10%,Expected
3/2/2016,Maryland-Baltimore County,Stony Brook *,83.60%,Upset
3/2/2016,Miami (FL) *,Notre Dame,16.80%,Expected
3/2/2016,Michigan State *,Rutgers,0.20%,Expected
3/2/2016,Mississippi State,Mississippi *,2.20%,Expected
3/2/2016,Mount St. Mary's,St. Francis (NY) *,20.20%,Expected
3/2/2016,Nevada,Boise State *,0.60%,Expected
3/2/2016,Oregon *,UCLA,2.50%,Expected
3/2/2016,Oregon State,Southern California *,2.40%,Expected
3/2/2016,Pittsburgh *,Virginia Tech,0.90%,Expected
3/2/2016,Robert Morris,Wagner *,26.10%,Expected
3/2/2016,Saint Francis (PA),Fairleigh Dickinson *,7.30%,Expected
3/2/2016,Saint Joseph's *,St. Bonaventure,0.70%,Expected
3/2/2016,Saint Louis *,La Salle,0.90%,Expected
3/2/2016,San Jose State,Wyoming *,8.00%,Expected
3/2/2016,Seton Hall *,Butler,1.30%,Expected
3/2/2016,Texas Christian,Kansas State *,1.20%,Expected
3/2/2016,Texas Tech,West Virginia *,1.30%,Expected
3/2/2016,Tulane,Central Florida *,2.30%,Expected
3/2/2016,Washington State,Washington *,22.50%,Expected
3/2/2016,Wisconsin *,Minnesota,0.80%,Expected
3/3/2016,Alabama-Birmingham *,Florida International,4.80%,Expected
3/3/2016,American,Boston University *,46.20%,Upset
3/3/2016,Arkansas-Little Rock *,Appalachian State,0.00%,Expected
3/3/2016,Austin Peay,Tennessee State *,23.90%,Expected
3/3/2016,Bethune-Cookman,South Carolina State *,1.90%,Expected
3/3/2016,Bradley,Loyola (IL) *,44.30%,Upset
3/3/2016,Campbell,Gardner-Webb *,6.10%,Expected
3/3/2016,Charleston Southern,Longwood *,5.40%,Expected
3/3/2016,Charlotte *,Rice,9.20%,Expected
3/3/2016,Cincinnati *,Houston,0.50%,Expected
3/3/2016,Colgate,Army *,4.60%,Expected
3/3/2016,Connecticut,Southern Methodist *,0.40%,Expected
3/3/2016,Coppin State *,Delaware State,12.40%,Expected
3/3/2016,Drake,Missouri State *,9.80%,Expected
3/3/2016,Florida A&M,Savannah State *,6.10%,Expected
3/3/2016,Florida Gulf Coast,North Florida *,86.30%,Upset
3/3/2016,Georgia,South Carolina *,13.50%,Expected
3/3/2016,Georgia Southern,Louisiana-Monroe *,7.50%,Expected
3/3/2016,Georgia State,Louisiana-Lafayette *,32.40%,Expected
3/3/2016,Grambling,Alabama A&M *,26.20%,Expected
3/3/2016,Hampton *,Norfolk State,0.20%,Expected
3/3/2016,Holy Cross,Bucknell *,69.10%,Upset
3/3/2016,Idaho State,Eastern Washington *,21.60%,Expected
3/3/2016,Illinois,Maryland *,3.80%,Expected
3/3/2016,Incarnate Word *,Abilene Christian,3.20%,Expected
3/3/2016,Jackson State *,Alabama State,0.20%,Expected
3/3/2016,Lamar,Sam Houston State *,7.90%,Expected
3/3/2016,Louisiana Tech *,Marshall,4.10%,Expected
3/3/2016,Marist,Manhattan *,2.40%,Expected
3/3/2016,Maryland-Eastern Shore,Morgan State *,15.40%,Expected
3/3/2016,Massachusetts,Rhode Island *,3.60%,Expected
3/3/2016,Memphis,Temple *,1.50%,Expected
3/3/2016,Middle Tennessee *,Florida Atlantic,2.60%,Expected
3/3/2016,Murray State,Morehead State *,5.70%,Expected
3/3/2016,Navy,Lehigh *,11.10%,Expected
3/3/2016,Niagara,Canisius *,17.20%,Expected
3/3/2016,Nicholls State,Central Arkansas *,20.10%,Expected
3/3/2016,North Carolina Central *,North Carolina A&T,0.30%,Expected
3/3/2016,North Dakota,Montana *,0.40%,Expected
3/3/2016,Northern Arizona,Portland State *,22.60%,Expected
3/3/2016,Northern Colorado,Montana State *,2.10%,Expected
3/3/2016,Northwestern *,Penn State,8.40%,Expected
3/3/2016,Old Dominion *,North Texas,1.20%,Expected
3/3/2016,Prairie View,Alcorn State *,3.70%,Expected
3/3/2016,Presbyterian,Radford *,38.20%,Expected
3/3/2016,Quinnipiac,Rider *,19.60%,Expected
3/3/2016,South Alabama,Texas-Arlington *,16.20%,Expected
3/3/2016,Southeastern Louisiana *,New Orleans,4.30%,Expected
3/3/2016,Southern Mississippi,Western Kentucky *,6.20%,Expected
3/3/2016,Southern Utah,Sacramento State *,16.60%,Expected
3/3/2016,Stanford *,Arizona State,0.80%,Expected
3/3/2016,Stephen F. Austin *,Northwestern State,4.50%,Expected
3/3/2016,Stetson,Lipscomb *,44.80%,Upset
3/3/2016,Texas A&M-Corpus Christi *,Houston Baptist,6.00%,Expected
3/3/2016,Texas Southern *,Southern,1.50%,Expected
3/3/2016,Troy,Texas State *,1.30%,Expected
3/3/2016,Weber State *,Idaho,0.60%,Expected
3/4/2016,Austin Peay,Belmont *,21.70%,Expected
3/4/2016,Ball State *,Northern Illinois,0.80%,Expected
3/4/2016,Brown,Columbia *,53.50%,Upset
3/4/2016,Buffalo *,Bowling Green State,3.10%,Expected
3/4/2016,Canisius,Iona *,15.70%,Expected
3/4/2016,Citadel,Mercer *,54.80%,Upset
3/4/2016,Delaware,College of Charleston *,61.40%,Upset
3/4/2016,Drexel,Elon *,37.00%,Expected
3/4/2016,Eastern Michigan,Toledo *,17.20%,Expected
3/4/2016,Gardner-Webb,Coastal Carolina *,36.10%,Expected
3/4/2016,Indiana State,Illinois State *,44.20%,Upset
3/4/2016,Kent State,Akron *,5.50%,Expected
3/4/2016,Liberty,UNC-Asheville *,1.40%,Expected
3/4/2016,Longwood,High Point *,18.30%,Expected
3/4/2016,Loyola (IL),Wichita State *,64.50%,Upset
3/4/2016,Missouri State,Evansville *,26.20%,Expected
3/4/2016,Morehead State *,Tennessee-Martin,0.50%,Expected
3/4/2016,Ohio *,Miami (OH),1.00%,Expected
3/4/2016,Pennsylvania,Dartmouth *,4.00%,Expected
3/4/2016,Presbyterian,Winthrop *,32.60%,Expected
3/4/2016,Princeton *,Harvard,0.20%,Expected
3/4/2016,Rider,Monmouth *,20.80%,Expected
3/4/2016,San Diego,Loyola Marymount *,13.50%,Expected
3/4/2016,Southern Illinois,Northern Iowa *,7.10%,Expected
3/4/2016,Texas *,Oklahoma State,7.00%,Expected
3/4/2016,Virginia Military Institute,Samford *,9.70%,Expected
3/4/2016,Western Michigan,Central Michigan *,33.50%,Expected
3/4/2016,Yale *,Cornell,1.00%,Expected
3/5/2016,Air Force,Colorado State *,2.40%,Expected
3/5/2016,Alabama,Georgia *,2.90%,Expected
3/5/2016,Alabama-Birmingham *,Florida Atlantic,0.10%,Expected
3/5/2016,Arkansas State *,Appalachian State,1.40%,Expected
3/5/2016,Auburn,Mississippi State *,9.00%,Expected
3/5/2016,Austin Peay,Tennessee-Martin *,31.50%,Expected
3/5/2016,Boise State *,San Jose State,0.10%,Expected
3/5/2016,Brown *,Cornell,2.10%,Expected
3/5/2016,Charlotte *,North Texas,0.80%,Expected
3/5/2016,Clemson *,Boston College,1.10%,Expected
3/5/2016,Cleveland State,Green Bay *,23.90%,Expected
3/5/2016,College of Charleston,North Carolina-Wilmington *,22.10%,Expected
3/5/2016,Colorado,Utah *,10.10%,Expected
3/5/2016,Creighton,Xavier *,12.20%,Expected
3/5/2016,Drexel,Hofstra *,41.50%,Upset
3/5/2016,Duquesne,Saint Joseph's *,76.10%,Upset
3/5/2016,Fairfield *,Saint Peter's,19.90%,Expected
3/5/2016,Florida *,Missouri,1.60%,Expected
3/5/2016,Fresno State *,Utah State,1.90%,Expected
3/5/2016,Gardner-Webb,Winthrop *,5.40%,Expected
3/5/2016,George Washington *,Davidson,0.80%,Expected
3/5/2016,Georgetown,Villanova *,23.60%,Expected
3/5/2016,Georgia Southern,Louisiana-Lafayette *,6.00%,Expected
3/5/2016,Georgia State,Louisiana-Monroe *,4.60%,Expected
3/5/2016,Grambling,Alabama State *,20.20%,Expected
3/5/2016,Grand Canyon *,Utah Valley,1.10%,Expected
3/5/2016,Hawaii *,Long Beach State,1.60%,Expected
3/5/2016,Houston Baptist,Incarnate Word *,1.20%,Expected
3/5/2016,Idaho State,Idaho *,2.40%,Expected
3/5/2016,Illinois-Chicago,Wright State *,3.90%,Expected
3/5/2016,Indiana State,Evansville *,1.70%,Expected
3/5/2016,Iowa *,Michigan,6.10%,Expected
3/5/2016,Iowa State,Kansas *,12.30%,Expected
3/5/2016,Jackson State *,Alabama A&M,0.50%,Expected
3/5/2016,Kansas State,Texas Tech *,2.50%,Expected
3/5/2016,La Salle,Massachusetts *,2.10%,Expected
3/5/2016,Long Island University,Wagner *,5.20%,Expected
3/5/2016,Louisiana State,Kentucky *,5.40%,Expected
3/5/2016,Louisiana Tech *,Western Kentucky,0.60%,Expected
3/5/2016,Louisville,Virginia *,0.40%,Expected
3/5/2016,Loyola Marymount,Saint Mary's (CA) *,47.80%,Upset
3/5/2016,Manhattan,Siena *,16.90%,Expected
3/5/2016,Marquette,Butler *,1.30%,Expected
3/5/2016,McNeese State,Central Arkansas *,21.80%,Expected
3/5/2016,Mercer,East Tennessee State *,2.30%,Expected
3/5/2016,Miami (FL) *,Virginia Tech,0.10%,Expected
3/5/2016,Middle Tennessee *,Florida International,2.00%,Expected
3/5/2016,Minnesota *,Rutgers,0.10%,Expected
3/5/2016,Mississippi *,Tennessee,24.00%,Expected
3/5/2016,Mississippi Valley State,Arkansas-Pine Bluff *,1.70%,Expected
3/5/2016,Missouri-Kansas City *,Chicago State,27.40%,Expected
3/5/2016,Mount St. Mary's,Fairleigh Dickinson *,2.20%,Expected
3/5/2016,Nevada-Las Vegas,San Diego State *,0.20%,Expected
3/5/2016,New Mexico,Nevada *,19.50%,Expected
3/5/2016,New Mexico State *,Texas-Rio Grande Valley,8.70%,Expected
3/5/2016,North Carolina *,Duke,3.90%,Expected
3/5/2016,North Carolina-Greensboro,Furman *,1.90%,Expected
3/5/2016,North Carolina State,Notre Dame *,2.00%,Expected
3/5/2016,North Dakota *,Montana State,0.60%,Expected
3/5/2016,Northeastern,Towson *,51.20%,Upset
3/5/2016,Northern Arizona,Sacramento State *,7.40%,Expected
3/5/2016,Northern Colorado,Montana *,84.10%,Upset
3/5/2016,Northern Iowa,Wichita State *,68.70%,Upset
3/5/2016,Northern Kentucky,Milwaukee *,11.20%,Expected
3/5/2016,Northwestern State,New Orleans *,2.20%,Expected
3/5/2016,Ohio State,Michigan State *,13.60%,Expected
3/5/2016,Oklahoma *,Texas Christian,0.20%,Expected
3/5/2016,Old Dominion *,Rice,1.10%,Expected
3/5/2016,Oral Roberts,South Dakota State *,46.50%,Upset
3/5/2016,Oregon *,Southern California,4.70%,Expected
3/5/2016,Oregon State *,UCLA,9.40%,Expected
3/5/2016,Pennsylvania,Harvard *,1.80%,Expected
3/5/2016,Pittsburgh *,Georgia Tech,1.30%,Expected
3/5/2016,Portland,Gonzaga *,15.60%,Expected
3/5/2016,Prairie View,Southern *,73.70%,Upset
3/5/2016,Princeton *,Dartmouth,2.90%,Expected
3/5/2016,Providence *,St. John's (NY),1.10%,Expected
3/5/2016,Rhode Island *,Fordham,1.20%,Expected
3/5/2016,Richmond *,George Mason,0.20%,Expected
3/5/2016,Samford,Chattanooga *,33.30%,Expected
3/5/2016,San Francisco,Pepperdine *,15.40%,Expected
3/5/2016,Santa Clara,Brigham Young *,55.30%,Upset
3/5/2016,Seattle,Cal State Bakersfield *,6.40%,Expected
3/5/2016,Seton Hall *,DePaul,0.60%,Expected
3/5/2016,South Alabama,Texas State *,2.60%,Expected
3/5/2016,South Carolina *,Arkansas,25.90%,Expected
3/5/2016,South Dakota,IPFW *,7.30%,Expected
3/5/2016,South Florida,Tulsa *,30.70%,Expected
3/5/2016,Southeastern Louisiana *,Nicholls State,0.10%,Expected
3/5/2016,Southern Mississippi,Marshall *,42.90%,Upset
3/5/2016,Southern Utah,Portland State *,40.90%,Upset
3/5/2016,St. Bonaventure *,Saint Louis,0.50%,Expected
3/5/2016,Stanford,Arizona *,1.20%,Expected
3/5/2016,Stephen F. Austin *,Sam Houston State,6.70%,Expected
3/5/2016,Syracuse *,Florida State,2.50%,Expected
3/5/2016,Texas-San Antonio,Texas-El Paso *,31.80%,Expected
3/5/2016,Texas A&M-Corpus Christi *,Abilene Christian,0.70%,Expected
3/5/2016,Texas Southern *,Alcorn State,4.30%,Expected
3/5/2016,Troy,Texas-Arlington *,3.00%,Expected
3/5/2016,Vanderbilt,Texas A&M *,1.50%,Expected
3/5/2016,Virginia Commonwealth *,Dayton,2.90%,Expected
3/5/2016,Weber State *,Eastern Washington,1.30%,Expected
3/5/2016,West Virginia *,Baylor,6.90%,Expected
3/5/2016,Western Carolina,Wofford *,14.80%,Expected
3/5/2016,William & Mary,James Madison *,47.20%,Upset
3/5/2016,Yale *,Columbia,9.80%,Expected
3/5/2016,Youngstown State,Detroit Mercy *,10.00%,Expected
3/6/2016,American,Lehigh *,10.50%,Expected
3/6/2016,Central Florida,Connecticut *,10.80%,Expected
3/6/2016,Denver,Nebraska-Omaha *,50.10%,Upset
3/6/2016,Detroit Mercy,Wright State *,3.70%,Expected
3/6/2016,Fairfield,Monmouth *,11.00%,Expected
3/6/2016,Furman,East Tennessee State *,4.10%,Expected
3/6/2016,Holy Cross,Army *,89.00%,Upset
3/6/2016,Illinois,Penn State *,2.80%,Expected
3/6/2016,Maryland,Indiana *,1.20%,Expected
3/6/2016,Memphis *,East Carolina,31.40%,Expected
3/6/2016,Milwaukee *,Green Bay,1.80%,Expected
3/6/2016,Nebraska,Northwestern *,1.90%,Expected
3/6/2016,North Dakota State *,IUPUI,15.00%,Expected
3/6/2016,Northeastern,North Carolina-Wilmington *,35.60%,Expected
3/6/2016,Northern Iowa,Evansville *,12.00%,Expected
3/6/2016,Siena,Iona *,3.60%,Expected
3/6/2016,Southern Methodist *,Cincinnati,0.80%,Expected
3/6/2016,Stetson,Florida Gulf Coast *,21.70%,Expected
3/6/2016,Temple *,Tulane,1.50%,Expected
3/6/2016,Western Carolina,Chattanooga *,20.50%,Expected
3/6/2016,William & Mary,Hofstra *,8.20%,Expected
3/6/2016,Wisconsin,Purdue *,3.10%,Expected
3/7/2016,Bowling Green State,Kent State *,13.00%,Expected
3/7/2016,Brigham Young,Gonzaga *,7.10%,Expected
3/7/2016,Coppin State *,North Carolina A&T,11.70%,Expected
3/7/2016,Delaware State,Savannah State *,17.40%,Expected
3/7/2016,Denver,South Dakota State *,47.70%,Upset
3/7/2016,East Tennessee State,Chattanooga *,6.50%,Expected
3/7/2016,Green Bay,Valparaiso *,68.40%,Upset
3/7/2016,Hartford,Stony Brook *,51.60%,Upset
3/7/2016,Iona,Monmouth *,12.20%,Expected
3/7/2016,Miami (OH),Ball State *,34.20%,Expected
3/7/2016,New Hampshire,Vermont *,7.90%,Expected
3/7/2016,North Carolina-Wilmington *,Hofstra,13.90%,Expected
3/7/2016,North Dakota State,IPFW *,15.00%,Expected
3/7/2016,Pepperdine,Saint Mary's (CA) *,11.00%,Expected
3/7/2016,Toledo *,Eastern Michigan,1.00%,Expected
